flag_id,customer_id,flag_type,flag_date,description,severity
F014709,C064975,KYC Pending,2023-05-01,Generated flag,High
F014710,C005247,KYC Pending,2023-08-15,Generated flag,Low
F014711,C074452,Duplicate Record,2025-06-14,Generated flag,Medium
F014712,C075564,Duplicate Record,2022-11-12,Generated flag,High
F014713,C029659,Duplicate Record,2023-01-21,Generated flag,High
F014714,C083106,KYC Pending,2025-04-28,Generated flag,Medium
F014715,C040290,Suspicious Activity,2022-09-05,Generated flag,Medium
F014716,C054748,KYC Pending,2024-02-10,Generated flag,Medium
F014717,C063686,High Transaction Volume,2023-08-23,Generated flag,Low
F014718,C036948,High Transaction Volume,2023-06-10,Generated flag,High
F014719,C065341,Duplicate Record,2024-02-15,Generated flag,Medium
F014720,C072496,High Transaction Volume,2023-03-10,Generated flag,Low
F014721,C074000,Suspicious Activity,2025-03-11,Generated flag,Low
F014722,C011694,Suspicious Activity,2025-09-10,Generated flag,Medium
F014723,C025825,High Transaction Volume,2026-05-13,Generated flag,Low
F014724,C057184,Suspicious Activity,2024-02-29,Generated flag,Low
F014725,C039287,Suspicious Activity,2024-11-18,Generated flag,High
F014726,C088242,Duplicate Record,2023-11-04,Generated flag,Low
F014727,C006539,Suspicious Activity,2025-08-02,Generated flag,High
F014728,C041109,Suspicious Activity,2024-08-22,Generated flag,Low
F014729,C033969,Suspicious Activity,2024-05-27,Generated flag,Low
F014730,C000383,High Transaction Volume,2023-10-03,Generated flag,Medium
F014731,C063144,Duplicate Record,2025-06-02,Generated flag,Low
F014732,C039755,KYC Pending,2024-03-16,Generated flag,Low
F014733,C033922,Duplicate Record,2022-08-10,Generated flag,Low
F014734,C042567,Suspicious Activity,2023-09-23,Generated flag,High
F014735,C087152,KYC Pending,2025-01-06,Generated flag,High
F014736,C091868,KYC Pending,2024-09-13,Generated flag,Low
F014737,C012534,KYC Pending,2022-09-08,Generated flag,Medium
F014738,C020617,KYC Pending,2022-10-16,Generated flag,Medium
F014739,C084616,KYC Pending,2022-07-29,Generated flag,Low
F014740,C057335,High Transaction Volume,2024-12-12,Generated flag,Low
F014741,C032893,High Transaction Volume,2023-05-25,Generated flag,High
F014742,C083815,Suspicious Activity,2025-02-07,Generated flag,Low
F014743,C076659,Suspicious Activity,2022-08-05,Generated flag,Medium
F014744,C066077,Suspicious Activity,2024-09-23,Generated flag,Low
F014745,C035081,High Transaction Volume,2024-08-31,Generated flag,Low
F014746,C093803,High Transaction Volume,2022-11-11,Generated flag,Low
F014747,C051462,Duplicate Record,2023-02-06,Generated flag,Medium
F014748,C003086,High Transaction Volume,2025-04-19,Generated flag,Medium
F014749,C085065,KYC Pending,2025-04-26,Generated flag,Medium
F014750,C094033,High Transaction Volume,2025-11-23,Generated flag,Medium
F014751,C062917,KYC Pending,2024-12-19,Generated flag,High
F014752,C047902,Suspicious Activity,2022-07-19,Generated flag,Low
F014753,C097258,Duplicate Record,2024-07-31,Generated flag,Low
F014754,C038425,Duplicate Record,2026-03-03,Generated flag,Low
F014755,C091420,Suspicious Activity,2026-04-28,Generated flag,Low
F014756,C034138,KYC Pending,2026-03-25,Generated flag,Low
F014757,C025078,Duplicate Record,2024-07-06,Generated flag,Low
F014758,C054473,High Transaction Volume,2025-07-16,Generated flag,High
F014759,C026724,Duplicate Record,2023-02-02,Generated flag,Medium
F014760,C074179,High Transaction Volume,2023-06-10,Generated flag,High
F014761,C008112,Suspicious Activity,2024-01-03,Generated flag,Low
F014762,C050811,High Transaction Volume,2023-02-13,Generated flag,High
F014763,C098210,Suspicious Activity,2023-10-13,Generated flag,Medium
F014764,C031441,High Transaction Volume,2024-07-18,Generated flag,Low
F014765,C082355,Suspicious Activity,2023-08-28,Generated flag,Low
F014766,C042955,Suspicious Activity,2025-05-20,Generated flag,Medium
F014767,C034707,KYC Pending,2023-12-30,Generated flag,High
F014768,C021432,KYC Pending,2026-04-13,Generated flag,High
F014769,C035174,KYC Pending,2025-01-09,Generated flag,Medium
F014770,C027734,KYC Pending,2024-06-23,Generated flag,High
F014771,C033735,High Transaction Volume,2023-07-17,Generated flag,High
F014772,C076622,Duplicate Record,2025-12-08,Generated flag,High
F014773,C086889,Duplicate Record,2024-08-10,Generated flag,Medium
F014774,C080635,High Transaction Volume,2023-10-14,Generated flag,Low
F014775,C029586,Duplicate Record,2022-11-27,Generated flag,Medium
F014776,C047967,Suspicious Activity,2023-04-12,Generated flag,Medium
F014777,C030398,High Transaction Volume,2023-02-01,Generated flag,Medium
F014778,C021099,Duplicate Record,2025-02-13,Generated flag,Medium
F014779,C031656,High Transaction Volume,2024-02-14,Generated flag,High
F014780,C025697,Suspicious Activity,2026-06-02,Generated flag,Medium
F014781,C029263,High Transaction Volume,2022-09-09,Generated flag,Medium
F014782,C060014,High Transaction Volume,2025-01-20,Generated flag,High
F014783,C002526,High Transaction Volume,2024-04-19,Generated flag,Low
F014784,C004816,Suspicious Activity,2022-11-27,Generated flag,Medium
F014785,C082428,Suspicious Activity,2023-11-17,Generated flag,High
F014786,C042005,Duplicate Record,2026-02-09,Generated flag,Low
F014787,C081037,KYC Pending,2024-02-02,Generated flag,Medium
F014788,C048827,KYC Pending,2024-07-10,Generated flag,High
F014789,C019584,Duplicate Record,2023-11-22,Generated flag,Medium
F014790,C053928,Suspicious Activity,2022-08-23,Generated flag,High
F014791,C057282,High Transaction Volume,2024-08-07,Generated flag,High
F014792,C075204,Duplicate Record,2024-07-10,Generated flag,Medium
F014793,C021711,Suspicious Activity,2024-09-10,Generated flag,High
F014794,C082252,High Transaction Volume,2025-04-26,Generated flag,Medium
F014795,C070333,KYC Pending,2022-11-26,Generated flag,Medium
F014796,C060417,KYC Pending,2024-11-15,Generated flag,Low
F014797,C014801,KYC Pending,2024-03-09,Generated flag,Low
F014798,C098543,Suspicious Activity,2026-03-28,Generated flag,Low
F014799,C096972,Duplicate Record,2025-09-21,Generated flag,High
F014800,C098129,Suspicious Activity,2026-04-30,Generated flag,High
F014801,C073060,KYC Pending,2025-10-14,Generated flag,Medium
F014802,C010380,Duplicate Record,2022-12-23,Generated flag,Medium
F014803,C048216,KYC Pending,2022-11-06,Generated flag,Medium
F014804,C023116,Duplicate Record,2026-03-21,Generated flag,High
F014805,C049956,High Transaction Volume,2022-08-10,Generated flag,High
F014806,C038946,High Transaction Volume,2024-12-25,Generated flag,High
F014807,C003255,Duplicate Record,2024-11-19,Generated flag,Low
F014808,C071451,High Transaction Volume,2023-02-27,Generated flag,High
F014809,C058711,Duplicate Record,2023-02-16,Generated flag,Medium
F014810,C071884,Suspicious Activity,2022-09-22,Generated flag,High
F014811,C000638,Duplicate Record,2026-01-01,Generated flag,High
F014812,C065437,Suspicious Activity,2024-08-10,Generated flag,High
F014813,C052743,KYC Pending,2022-11-08,Generated flag,Low
F014814,C086143,Suspicious Activity,2025-02-03,Generated flag,High
F014815,C010588,High Transaction Volume,2025-09-18,Generated flag,High
F014816,C052721,High Transaction Volume,2024-08-18,Generated flag,High
F014817,C017814,Duplicate Record,2025-06-05,Generated flag,Medium
F014818,C083496,Suspicious Activity,2026-03-21,Generated flag,Low
F014819,C036768,Suspicious Activity,2023-12-01,Generated flag,Medium
F014820,C029375,Suspicious Activity,2023-12-08,Generated flag,Low
F014821,C029160,High Transaction Volume,2023-03-15,Generated flag,Low
F014822,C072104,KYC Pending,2022-09-14,Generated flag,High
F014823,C096395,KYC Pending,2023-04-25,Generated flag,High
F014824,C056896,Suspicious Activity,2025-10-04,Generated flag,High
F014825,C079352,Suspicious Activity,2024-03-22,Generated flag,High
F014826,C045414,High Transaction Volume,2025-03-02,Generated flag,Medium
F014827,C036465,Suspicious Activity,2023-01-04,Generated flag,Medium
F014828,C008896,Duplicate Record,2024-12-24,Generated flag,Low
F014829,C071760,Suspicious Activity,2023-08-27,Generated flag,High
F014830,C034531,Duplicate Record,2023-01-11,Generated flag,Low
F014831,C040551,KYC Pending,2022-10-30,Generated flag,Low
F014832,C069978,Suspicious Activity,2022-09-06,Generated flag,Low
F014833,C039546,High Transaction Volume,2024-03-03,Generated flag,Medium
F014834,C083154,High Transaction Volume,2024-11-25,Generated flag,High
F014835,C045076,KYC Pending,2024-08-23,Generated flag,High
F014836,C084555,Suspicious Activity,2025-09-19,Generated flag,Low
F014837,C032590,Duplicate Record,2026-04-07,Generated flag,High
F014838,C071268,High Transaction Volume,2025-12-24,Generated flag,High
F014839,C049057,Duplicate Record,2022-12-23,Generated flag,Medium
F014840,C030365,High Transaction Volume,2023-09-08,Generated flag,High
F014841,C091114,KYC Pending,2025-11-14,Generated flag,Medium
F014842,C067783,Duplicate Record,2024-12-10,Generated flag,Low
F014843,C004026,Suspicious Activity,2022-09-22,Generated flag,High
F014844,C046795,KYC Pending,2024-08-22,Generated flag,Low
F014845,C021615,High Transaction Volume,2024-04-24,Generated flag,Medium
F014846,C009870,Suspicious Activity,2024-07-15,Generated flag,Medium
F014847,C095495,High Transaction Volume,2026-01-19,Generated flag,Medium
F014848,C068364,High Transaction Volume,2022-07-05,Generated flag,High
F014849,C005027,KYC Pending,2025-02-05,Generated flag,Medium
F014850,C090513,Suspicious Activity,2022-09-17,Generated flag,Low
F014851,C072614,Suspicious Activity,2026-04-30,Generated flag,High
F014852,C090743,High Transaction Volume,2024-03-15,Generated flag,High
F014853,C078134,KYC Pending,2024-10-10,Generated flag,Low
F014854,C054813,KYC Pending,2025-10-22,Generated flag,Low
F014855,C015702,High Transaction Volume,2022-10-24,Generated flag,Medium
F014856,C070012,High Transaction Volume,2025-03-13,Generated flag,Low
F014857,C075422,Duplicate Record,2024-11-13,Generated flag,High
F014858,C016657,High Transaction Volume,2024-01-31,Generated flag,High
F014859,C097457,Suspicious Activity,2023-09-12,Generated flag,High
F014860,C067774,Suspicious Activity,2024-07-20,Generated flag,Medium
F014861,C001145,Suspicious Activity,2024-02-20,Generated flag,High
F014862,C068729,Duplicate Record,2023-10-16,Generated flag,Low
F014863,C023205,Duplicate Record,2023-04-16,Generated flag,Medium
F014864,C076829,KYC Pending,2023-02-14,Generated flag,High
F014865,C097872,High Transaction Volume,2023-02-23,Generated flag,Medium
F014866,C059813,High Transaction Volume,2023-02-07,Generated flag,High
F014867,C050769,High Transaction Volume,2024-11-11,Generated flag,Medium
F014868,C052825,Duplicate Record,2024-11-10,Generated flag,High
F014869,C097714,High Transaction Volume,2022-07-14,Generated flag,High
F014870,C004220,KYC Pending,2022-12-24,Generated flag,Medium
F014871,C000666,Suspicious Activity,2026-04-13,Generated flag,Medium
F014872,C062090,Duplicate Record,2025-05-16,Generated flag,Medium
F014873,C051165,Duplicate Record,2024-02-13,Generated flag,Medium
F014874,C009943,High Transaction Volume,2023-01-20,Generated flag,Low
F014875,C002160,Suspicious Activity,2026-04-05,Generated flag,High
F014876,C008751,Suspicious Activity,2025-01-11,Generated flag,Low
F014877,C008314,Duplicate Record,2024-05-09,Generated flag,Medium
F014878,C089294,Duplicate Record,2024-05-14,Generated flag,High
F014879,C094537,Duplicate Record,2024-03-14,Generated flag,Low
F014880,C070457,KYC Pending,2024-07-18,Generated flag,Low
F014881,C070996,KYC Pending,2024-10-16,Generated flag,Medium
F014882,C028465,KYC Pending,2025-05-10,Generated flag,Medium
F014883,C016338,High Transaction Volume,2025-10-05,Generated flag,Medium
F014884,C033920,Duplicate Record,2026-03-19,Generated flag,Low
F014885,C029581,KYC Pending,2022-08-28,Generated flag,Medium
F014886,C003159,Duplicate Record,2024-12-06,Generated flag,Low
F014887,C096765,Suspicious Activity,2023-07-27,Generated flag,High
F014888,C033341,High Transaction Volume,2024-05-19,Generated flag,Medium
F014889,C051688,KYC Pending,2026-03-05,Generated flag,High
F014890,C031142,Duplicate Record,2022-10-22,Generated flag,High
F014891,C090414,KYC Pending,2022-06-14,Generated flag,Low
F014892,C091856,High Transaction Volume,2026-05-20,Generated flag,Low
F014893,C090195,High Transaction Volume,2023-03-14,Generated flag,High
F014894,C026314,Duplicate Record,2024-07-27,Generated flag,High
F014895,C036505,KYC Pending,2023-04-16,Generated flag,Low
F014896,C012276,Suspicious Activity,2025-10-20,Generated flag,Medium
F014897,C071531,KYC Pending,2025-03-05,Generated flag,Low
F014898,C013592,KYC Pending,2022-08-05,Generated flag,Medium
F014899,C038285,High Transaction Volume,2024-05-05,Generated flag,Medium
F014900,C030037,KYC Pending,2025-12-16,Generated flag,Low
F014901,C086722,Duplicate Record,2023-10-27,Generated flag,Medium
F014902,C085761,Suspicious Activity,2024-10-08,Generated flag,Medium
F014903,C086108,Duplicate Record,2024-10-25,Generated flag,Low
F014904,C030645,KYC Pending,2022-12-16,Generated flag,Medium
F014905,C083761,High Transaction Volume,2024-08-16,Generated flag,High
F014906,C038804,KYC Pending,2024-08-22,Generated flag,High
F014907,C066287,Suspicious Activity,2023-11-01,Generated flag,High
F014908,C065650,High Transaction Volume,2024-08-20,Generated flag,Medium
F014909,C042608,Suspicious Activity,2022-06-21,Generated flag,Low
F014910,C031750,High Transaction Volume,2023-11-30,Generated flag,Low
F014911,C055231,Duplicate Record,2026-01-05,Generated flag,High
F014912,C035489,Duplicate Record,2023-01-01,Generated flag,Low
F014913,C034143,KYC Pending,2026-04-02,Generated flag,Low
F014914,C042171,Duplicate Record,2023-07-11,Generated flag,Medium
F014915,C058555,High Transaction Volume,2022-11-29,Generated flag,Medium
F014916,C029378,Duplicate Record,2025-10-08,Generated flag,Medium
F014917,C003658,Duplicate Record,2022-11-28,Generated flag,Low
F014918,C098625,Suspicious Activity,2026-02-02,Generated flag,High
F014919,C000149,Duplicate Record,2024-06-09,Generated flag,Low
F014920,C075206,Duplicate Record,2022-08-03,Generated flag,Medium
F014921,C044981,Suspicious Activity,2024-03-27,Generated flag,Medium
F014922,C073315,KYC Pending,2022-11-12,Generated flag,Medium
F014923,C065628,Suspicious Activity,2023-04-20,Generated flag,Medium
F014924,C060504,Suspicious Activity,2022-07-16,Generated flag,Low
F014925,C074800,KYC Pending,2025-07-28,Generated flag,High
F014926,C015516,Suspicious Activity,2023-03-23,Generated flag,Medium
F014927,C002616,Suspicious Activity,2022-09-25,Generated flag,Medium
F014928,C060845,High Transaction Volume,2024-03-20,Generated flag,High
F014929,C051286,Suspicious Activity,2024-10-01,Generated flag,High
F014930,C073671,KYC Pending,2023-08-25,Generated flag,Low
F014931,C028530,KYC Pending,2026-01-25,Generated flag,Medium
F014932,C022691,High Transaction Volume,2025-06-10,Generated flag,High
F014933,C028560,KYC Pending,2024-08-04,Generated flag,Low
F014934,C081174,Suspicious Activity,2022-11-06,Generated flag,Medium
F014935,C085927,KYC Pending,2025-12-30,Generated flag,Low
F014936,C034446,KYC Pending,2025-10-07,Generated flag,Medium
F014937,C087873,High Transaction Volume,2023-04-07,Generated flag,High
F014938,C026250,Duplicate Record,2025-08-31,Generated flag,High
F014939,C057816,High Transaction Volume,2023-04-03,Generated flag,High
F014940,C081521,Suspicious Activity,2022-07-16,Generated flag,High
F014941,C092349,KYC Pending,2024-10-12,Generated flag,High
F014942,C096321,Suspicious Activity,2023-12-25,Generated flag,Medium
F014943,C065415,Suspicious Activity,2025-06-28,Generated flag,Medium
F014944,C006339,Suspicious Activity,2026-03-02,Generated flag,Low
F014945,C019583,Suspicious Activity,2024-07-13,Generated flag,Medium
F014946,C055001,Suspicious Activity,2024-12-15,Generated flag,High
F014947,C050955,KYC Pending,2024-08-29,Generated flag,High
F014948,C031950,Duplicate Record,2025-05-10,Generated flag,Medium
F014949,C025203,High Transaction Volume,2025-04-16,Generated flag,Medium
F014950,C055116,High Transaction Volume,2024-02-04,Generated flag,High
F014951,C090638,High Transaction Volume,2025-09-14,Generated flag,High
F014952,C088507,Suspicious Activity,2022-07-31,Generated flag,Low
F014953,C005427,Suspicious Activity,2025-08-28,Generated flag,Medium
F014954,C032387,Duplicate Record,2025-07-26,Generated flag,Low
F014955,C042030,High Transaction Volume,2026-06-04,Generated flag,Medium
F014956,C036572,Duplicate Record,2024-09-14,Generated flag,Medium
F014957,C062154,High Transaction Volume,2024-02-20,Generated flag,High
F014958,C035525,Suspicious Activity,2024-07-09,Generated flag,Medium
F014959,C061129,KYC Pending,2026-05-23,Generated flag,Low
F014960,C090988,Duplicate Record,2026-05-12,Generated flag,High
F014961,C081403,Suspicious Activity,2024-10-19,Generated flag,Low
F014962,C039934,High Transaction Volume,2022-08-08,Generated flag,High
F014963,C033038,High Transaction Volume,2024-10-22,Generated flag,Low
F014964,C039307,Suspicious Activity,2024-12-20,Generated flag,Low
F014965,C055850,Duplicate Record,2025-07-13,Generated flag,Low
F014966,C089035,High Transaction Volume,2026-02-09,Generated flag,High
F014967,C054028,High Transaction Volume,2023-03-07,Generated flag,High
F014968,C011958,Duplicate Record,2024-06-23,Generated flag,Low
F014969,C084300,High Transaction Volume,2026-03-25,Generated flag,Low
F014970,C085673,Duplicate Record,2025-11-12,Generated flag,Medium
F014971,C014447,Duplicate Record,2025-07-29,Generated flag,High
F014972,C054711,Duplicate Record,2025-03-09,Generated flag,Medium
F014973,C044994,High Transaction Volume,2025-02-03,Generated flag,Medium
F014974,C081180,KYC Pending,2025-11-06,Generated flag,Low
F014975,C009336,Duplicate Record,2024-11-25,Generated flag,Low
F014976,C020919,Duplicate Record,2022-06-14,Generated flag,Medium
F014977,C044634,High Transaction Volume,2024-09-26,Generated flag,High
F014978,C068643,Duplicate Record,2025-12-10,Generated flag,Low
F014979,C074412,Suspicious Activity,2023-12-07,Generated flag,High
F014980,C057391,Suspicious Activity,2025-08-14,Generated flag,Medium
F014981,C097499,Duplicate Record,2024-05-04,Generated flag,Medium
F014982,C098009,High Transaction Volume,2023-11-16,Generated flag,Medium
F014983,C028838,Duplicate Record,2026-05-20,Generated flag,High
F014984,C054023,Duplicate Record,2022-06-18,Generated flag,Medium
F014985,C049808,High Transaction Volume,2026-06-06,Generated flag,High
F014986,C098642,High Transaction Volume,2025-12-27,Generated flag,Low
F014987,C036602,Suspicious Activity,2023-07-02,Generated flag,High
F014988,C085878,Duplicate Record,2023-05-16,Generated flag,Medium
F014989,C088545,High Transaction Volume,2024-12-15,Generated flag,Low
F014990,C099280,Suspicious Activity,2025-04-19,Generated flag,High
F014991,C033629,KYC Pending,2023-10-30,Generated flag,Low
F014992,C050477,KYC Pending,2025-11-22,Generated flag,High
F014993,C035481,Duplicate Record,2023-10-21,Generated flag,Low
F014994,C083061,Duplicate Record,2026-05-26,Generated flag,Low
F014995,C061120,KYC Pending,2024-04-11,Generated flag,Low
F014996,C089465,KYC Pending,2023-02-17,Generated flag,High
F014997,C035581,High Transaction Volume,2025-02-25,Generated flag,High
F014998,C003792,Suspicious Activity,2025-03-13,Generated flag,High
F014999,C080706,Duplicate Record,2025-09-10,Generated flag,Medium
F015000,C020989,KYC Pending,2023-11-14,Generated flag,Low
F015001,C072659,High Transaction Volume,2024-08-24,Generated flag,Medium
F015002,C047588,Suspicious Activity,2024-02-03,Generated flag,High
F015003,C041748,Duplicate Record,2025-06-09,Generated flag,High
F015004,C011787,Suspicious Activity,2024-08-10,Generated flag,Low
F015005,C094668,Suspicious Activity,2024-10-09,Generated flag,High
F015006,C035532,Duplicate Record,2022-08-01,Generated flag,Medium
F015007,C066544,High Transaction Volume,2022-12-15,Generated flag,Low
F015008,C060596,Duplicate Record,2023-03-24,Generated flag,Medium
F015009,C076807,Suspicious Activity,2025-11-05,Generated flag,Medium
F015010,C033856,KYC Pending,2023-08-30,Generated flag,Medium
F015011,C008930,High Transaction Volume,2025-10-04,Generated flag,High
F015012,C041879,High Transaction Volume,2022-07-03,Generated flag,High
F015013,C004795,High Transaction Volume,2022-06-30,Generated flag,High
F015014,C057633,High Transaction Volume,2024-09-25,Generated flag,High
F015015,C087930,KYC Pending,2023-08-25,Generated flag,Medium
F015016,C026907,Suspicious Activity,2023-05-07,Generated flag,High
F015017,C016483,KYC Pending,2024-01-14,Generated flag,Medium
F015018,C075929,Suspicious Activity,2023-10-04,Generated flag,High
F015019,C010143,Duplicate Record,2024-04-16,Generated flag,Low
F015020,C051065,High Transaction Volume,2022-07-29,Generated flag,Low
F015021,C036971,Duplicate Record,2024-11-12,Generated flag,Low
F015022,C077595,Duplicate Record,2025-12-05,Generated flag,High
F015023,C053300,Duplicate Record,2022-10-01,Generated flag,Low
F015024,C070126,Duplicate Record,2022-10-23,Generated flag,High
F015025,C095017,KYC Pending,2022-12-11,Generated flag,Low
F015026,C092739,High Transaction Volume,2022-09-24,Generated flag,Low
F015027,C075698,KYC Pending,2023-11-05,Generated flag,Low
F015028,C020138,KYC Pending,2026-04-30,Generated flag,Low
F015029,C092864,Suspicious Activity,2024-04-28,Generated flag,High
F015030,C000931,KYC Pending,2026-03-21,Generated flag,High
F015031,C017894,KYC Pending,2025-11-25,Generated flag,Medium
F015032,C079916,Suspicious Activity,2025-03-05,Generated flag,Low
F015033,C062262,Duplicate Record,2023-03-01,Generated flag,High
F015034,C076183,Suspicious Activity,2022-12-30,Generated flag,Low
F015035,C020272,KYC Pending,2023-02-19,Generated flag,High
F015036,C062808,KYC Pending,2025-05-15,Generated flag,Medium
F015037,C016437,Suspicious Activity,2024-01-18,Generated flag,High
F015038,C083591,High Transaction Volume,2025-02-17,Generated flag,Low
F015039,C008519,High Transaction Volume,2024-08-25,Generated flag,Medium
F015040,C096732,KYC Pending,2023-03-23,Generated flag,Low
F015041,C039793,Suspicious Activity,2022-08-13,Generated flag,High
F015042,C043944,High Transaction Volume,2023-08-03,Generated flag,High
F015043,C036240,Suspicious Activity,2023-11-09,Generated flag,Medium
F015044,C016381,Suspicious Activity,2024-06-17,Generated flag,Medium
F015045,C014736,High Transaction Volume,2025-01-19,Generated flag,Medium
F015046,C060139,Duplicate Record,2023-02-20,Generated flag,Medium
F015047,C016130,Suspicious Activity,2024-12-29,Generated flag,Medium
F015048,C004260,Duplicate Record,2022-08-15,Generated flag,Medium
F015049,C087189,High Transaction Volume,2024-04-25,Generated flag,Low
F015050,C026528,Duplicate Record,2024-01-28,Generated flag,High
F015051,C024948,High Transaction Volume,2026-02-06,Generated flag,Low
F015052,C017974,High Transaction Volume,2023-08-28,Generated flag,Low
F015053,C018768,Suspicious Activity,2024-07-12,Generated flag,High
F015054,C028853,Duplicate Record,2023-02-12,Generated flag,Medium
F015055,C085674,KYC Pending,2023-09-05,Generated flag,High
F015056,C059511,Suspicious Activity,2024-01-24,Generated flag,Medium
F015057,C059974,High Transaction Volume,2024-08-21,Generated flag,Low
F015058,C023758,Duplicate Record,2023-01-12,Generated flag,Low
F015059,C013151,Suspicious Activity,2026-05-21,Generated flag,Low
F015060,C087478,Suspicious Activity,2023-01-03,Generated flag,Medium
F015061,C017321,Suspicious Activity,2024-08-10,Generated flag,High
F015062,C003962,High Transaction Volume,2025-04-29,Generated flag,High
F015063,C027862,Suspicious Activity,2025-09-10,Generated flag,Low
F015064,C051560,Duplicate Record,2025-11-30,Generated flag,Low
F015065,C028818,Duplicate Record,2022-10-16,Generated flag,Medium
F015066,C018745,KYC Pending,2023-09-16,Generated flag,High
F015067,C039422,High Transaction Volume,2022-08-05,Generated flag,Low
F015068,C080255,KYC Pending,2023-07-17,Generated flag,Medium
F015069,C050527,Duplicate Record,2024-02-11,Generated flag,Low
F015070,C028550,High Transaction Volume,2024-01-10,Generated flag,Low
F015071,C084495,High Transaction Volume,2023-12-27,Generated flag,Low
F015072,C060893,High Transaction Volume,2022-08-21,Generated flag,High
F015073,C067516,Suspicious Activity,2023-10-08,Generated flag,Low
F015074,C082606,High Transaction Volume,2023-10-15,Generated flag,Low
F015075,C004479,Suspicious Activity,2024-02-29,Generated flag,Low
F015076,C082363,Duplicate Record,2024-06-25,Generated flag,Low
F015077,C073714,KYC Pending,2025-05-03,Generated flag,High
F015078,C011211,High Transaction Volume,2024-08-26,Generated flag,High
F015079,C025736,Suspicious Activity,2023-03-26,Generated flag,High
F015080,C066613,Duplicate Record,2024-05-23,Generated flag,Low
F015081,C025236,High Transaction Volume,2022-12-21,Generated flag,Low
F015082,C057791,High Transaction Volume,2024-06-07,Generated flag,Medium
F015083,C027025,Suspicious Activity,2026-04-05,Generated flag,High
F015084,C087994,KYC Pending,2024-03-27,Generated flag,Medium
F015085,C015512,Suspicious Activity,2023-12-02,Generated flag,Medium
F015086,C054411,Duplicate Record,2024-06-28,Generated flag,Low
F015087,C032736,Duplicate Record,2023-03-29,Generated flag,High
F015088,C086299,High Transaction Volume,2022-10-31,Generated flag,Low
F015089,C069190,Duplicate Record,2024-04-26,Generated flag,Low
F015090,C076284,Suspicious Activity,2024-12-11,Generated flag,Medium
F015091,C018024,Suspicious Activity,2024-01-07,Generated flag,Low
F015092,C040389,Duplicate Record,2024-05-01,Generated flag,Low
F015093,C020157,Suspicious Activity,2023-02-05,Generated flag,High
F015094,C010364,KYC Pending,2022-09-14,Generated flag,High
F015095,C012700,Duplicate Record,2025-03-12,Generated flag,Low
F015096,C081894,KYC Pending,2023-01-07,Generated flag,Medium
F015097,C083351,Duplicate Record,2023-01-19,Generated flag,Medium
F015098,C087047,High Transaction Volume,2026-04-23,Generated flag,Medium
F015099,C088326,Suspicious Activity,2025-03-10,Generated flag,High
F015100,C005308,Suspicious Activity,2023-04-03,Generated flag,High
F015101,C078343,Duplicate Record,2022-07-06,Generated flag,Medium
F015102,C001345,KYC Pending,2024-09-28,Generated flag,High
F015103,C026442,Suspicious Activity,2023-05-29,Generated flag,Low
F015104,C053799,High Transaction Volume,2023-06-07,Generated flag,Medium
F015105,C002281,Duplicate Record,2026-03-09,Generated flag,Low
F015106,C025011,Duplicate Record,2024-04-19,Generated flag,High
F015107,C092849,Suspicious Activity,2026-04-29,Generated flag,Low
F015108,C097493,Suspicious Activity,2024-06-06,Generated flag,Medium
F015109,C040363,KYC Pending,2025-03-20,Generated flag,Medium
F015110,C022229,Duplicate Record,2026-01-24,Generated flag,Low
F015111,C063818,Suspicious Activity,2023-05-15,Generated flag,Medium
F015112,C069809,High Transaction Volume,2023-04-15,Generated flag,Low
F015113,C069443,High Transaction Volume,2023-02-02,Generated flag,Medium
F015114,C058882,High Transaction Volume,2024-01-27,Generated flag,Low
F015115,C096756,Suspicious Activity,2025-03-22,Generated flag,High
F015116,C074987,Suspicious Activity,2024-09-10,Generated flag,High
F015117,C090645,KYC Pending,2025-06-25,Generated flag,Medium
F015118,C017943,Suspicious Activity,2023-03-14,Generated flag,Low
F015119,C095504,Duplicate Record,2024-05-26,Generated flag,Medium
F015120,C098634,High Transaction Volume,2022-08-10,Generated flag,Medium
F015121,C050935,Duplicate Record,2026-01-11,Generated flag,High
F015122,C013651,Suspicious Activity,2023-05-02,Generated flag,Medium
F015123,C088520,Duplicate Record,2022-09-01,Generated flag,High
F015124,C024719,KYC Pending,2023-08-27,Generated flag,High
F015125,C011760,Suspicious Activity,2024-07-08,Generated flag,Medium
F015126,C079414,High Transaction Volume,2023-11-25,Generated flag,High
F015127,C069995,KYC Pending,2026-02-08,Generated flag,Low
F015128,C029078,KYC Pending,2024-05-03,Generated flag,Low
F015129,C013080,High Transaction Volume,2026-05-26,Generated flag,Medium
F015130,C046876,KYC Pending,2023-02-10,Generated flag,High
F015131,C074512,High Transaction Volume,2022-06-14,Generated flag,High
F015132,C096409,Duplicate Record,2024-10-20,Generated flag,Medium
F015133,C088187,KYC Pending,2025-09-28,Generated flag,Medium
F015134,C083471,KYC Pending,2025-02-05,Generated flag,Medium
F015135,C045511,High Transaction Volume,2025-03-30,Generated flag,High
F015136,C017865,Suspicious Activity,2023-08-08,Generated flag,High
F015137,C032778,KYC Pending,2022-10-07,Generated flag,High
F015138,C098728,KYC Pending,2025-05-31,Generated flag,High
F015139,C049114,Duplicate Record,2024-10-28,Generated flag,Low
F015140,C077729,High Transaction Volume,2026-01-01,Generated flag,Low
